ครัววิทยา,แขวงถนนเพชรบุรี เขตราชเทวี กรุงเทพมหานคร 10400,เขตพื้นที่การศึกษากรุงเทพมหานคร เขต 1
ควนสวรรค์,อ.นาโยง จ.ตรัง 92170,เขตพื้นที่การศึกษาตรัง เขต 1
คลองลำปริง,อ.นาโยง จ.ตรัง 92170,เขตพื้นที่การศึกษาตรัง เขต 1
ควนหนองกก,อ.รัษฎา จ.ตรัง 92160,เขตพื้นที่การศึกษาตรัง เขต 2
คลองมวน,อ.รัษฎา จ.ตรัง 92130,เขตพื้นที่การศึกษาตรัง เขต 2
ควนหนองยาง,อ.รัษฎา จ.ตรัง 92130,เขตพื้นที่การศึกษาตรัง เขต 2
ควนกุฎ,อ.เมืองพัทลุง จ.พัทลุง 93000,เขตพื้นที่การศึกษาพัทลุง เขต 1
ควนคง,อ.เมืองพัทลุง จ.พัทลุง 93000,เขตพื้นที่การศึกษาพัทลุง เขต 1
ควนประกอบ,อ.กงหรา จ.พัทลุง 93180,เขตพื้นที่การศึกษาพัทลุง เขต 1
คู,อ.กงหรา จ.พัทลุง 93180,เขตพื้นที่การศึกษาพัทลุง เขต 1
คลองขุด,อ.เขาชัยสน จ.พัทลุง 93130,เขตพื้นที่การศึกษาพัทลุง เขต 1
ควนโคกยา,อ.เขาชัยสน จ.พัทลุง 93130,เขตพื้นที่การศึกษาพัทลุง เขต 1
ควนยวน,อ.เขาชัยสน จ.พัทลุง 93130,เขตพื้นที่การศึกษาพัทลุง เขต 1
ควนหมอทอง,อ.เขาชัยสน จ.พัทลุง 93130,เขตพื้นที่การศึกษาพัทลุง เขต 1
คลองใหญ่,อ.ตะโหมด จ.พัทลุง 93160,เขตพื้นที่การศึกษาพัทลุง เขต 1
ควนอินนอโม,อ.ตะโหมด จ.พัทลุง 93160,เขตพื้นที่การศึกษาพัทลุง เขต 1
ควนดินแดง,ต.ดอนทราย อ.ควนขนุน จ.พัทลุง 93110,เขตพื้นที่การศึกษาพัทลุง เขต 1
ควนขนุน,อ.ควนขนุน จ.พัทลุง 93110,เขตพื้นที่การศึกษาพัทลุง เขต 1
ควนพลี,อ.ควนขนุน จ.พัทลุง 93110,เขตพื้นที่การศึกษาพัทลุง เขต 1
ควนพนางตุง (สินประชา),อ.ควนขนุน จ.พัทลุง 93110,เขตพื้นที่การศึกษาพัทลุง เขต 1
ควนพระสาครินทร์,อ.ปากพะยูน จ.พัทลุง 93120,เขตพื้นที่การศึกษาพัทลุง เขต 1
ควนนกหว้า,อ.ปากพะยูน จ.พัทลุง 93120,เขตพื้นที่การศึกษาพัทลุง เขต 1
ควนหินแท่น,อ.ป่าบอน จ.พัทลุง 93170,เขตพื้นที่การศึกษาพัทลุง เขต 1
ควนดินสอ (กรป.กลางอุปถัมภ์),อ.ศรีนครินทร์ จ.พัทลุง 93000,เขตพื้นที่การศึกษาพัทลุง เขต 1
คลองมานิง,อ.เมืองปัตตานี จ.ปัตตานี 94000,เขตพื้นที่การศึกษาปัตตานี เขต 1
ควนโนรี,อ.โคกโพธิ์ จ.ปัตตานี 94120,เขตพื้นที่การศึกษาปัตตานี เขต 2
ควนลังงา,อ.โคกโพธิ์ จ.ปัตตานี 94120,เขตพื้นที่การศึกษาปัตตานี เขต 2
ควนแตน,อ.โคกโพธิ์ จ.ปัตตานี 94120,เขตพื้นที่การศึกษาปัตตานี เขต 2
ควนประ,อ.โคกโพธิ์ จ.ปัตตานี 94120,เขตพื้นที่การศึกษาปัตตานี เขต 2
คลองช้าง,อ.โคกโพธิ์ จ.ปัตตานี 94120,เขตพื้นที่การศึกษาปัตตานี เขต 2
ควนลาแม,อ.โคกโพธิ์ จ.ปัตตานี 94120,เขตพื้นที่การศึกษาปัตตานี เขต 2
คลองหิน,อ.โคกโพธิ์ จ.ปัตตานี 94120,เขตพื้นที่การศึกษาปัตตานี เขต 2
คอลอตันหยง,อ.หนองจิก จ.ปัตตานี 94170,เขตพื้นที่การศึกษาปัตตานี เขต 1
ควนคูหา,อ.หนองจิก จ.ปัตตานี 94170,เขตพื้นที่การศึกษาปัตตานี เขต 1
ควนดิน,อ.หนองจิก จ.ปัตตานี 94170,เขตพื้นที่การศึกษาปัตตานี เขต 1
ค่าย,อ.หนองจิก จ.ปัตตานี 94170,เขตพื้นที่การศึกษาปัตตานี เขต 1
